연번,업체명,연락처,시도,시군구,기본주소,상세주소,주요사업
486,청수장,02-913-6176,서울,성북구,"서울특별시 성북구 정릉로 237-2(정릉동, 1층)",,"돼지갈비, 냉면"
487,금강바베큐,02-511-0976,서울,서초구,"서울특별시 서초구 사평대로 349,201호(반포동)",,바베큐치킨
488,뚱뚱이할머니집,02-2279-2714,서울,중구,서울특별시 중구 장충단로 174-1(장충동1가),,족발
489,노라노패션학원,02-744-1300,서울,종로구,"서울특별시 종로구 종로 393-1, 4층(숭인동, 4층 503호)",,패션학원
490,포도나무,02-732-1220,서울,종로구,"서울특별시 종로구 사직로 108-1, 1층(내자동)",,짱뚱어탕
491,평양옥,02-363-7058,서울,서대문구,서울특별시 서대문구 통일로 107-23(미근동),,"닭곰탕, 닭백숙, 해신탕"
492,태화육개장,051-802-5995,부산,부산진구,"부산광역시 부산진구 서면문화로 18(부전동, 1층)",,육개장
493,엠투,051-808-0066,부산,부산진구,"부산광역시 부산진구 부전로 162번길 28, 서면종합시장 2층 216호",,"악기, 음향, 앰프"
494,아리랑전자,051-805-6868,부산,부산진구,"부산광역시 부산진구 부전로 196, 99호(부전동, 부산전자상가1층)",,가전제품
495,현음악기,051-248-7422,부산,중구,부산광역시 중구 남포길 45-2(남포동2가),,"악기, 도서, 관현악수리"
496,유니마트한우전문점,051-341-8884,부산,북부,부산광역시 북부 구포시장1길 10(구포동),,정육점
497,송학사,051-643-2400,부산,동구,"부산광역시 동구 범일로 95, 1층(범일동, 1층)",,"혼수용품, 공예품, 한지"
498,산장가든,044-867-3333,세종,연서면,세종특별자치시 연서면 도신고복로 1131-7(32),,돼지갈비
499,부강옥,044-866-3362,세종,부강면,세종특별자치시 부강면 부강외천로 103,,순대국밥
500,은용골농장가든,044-858-5292,세종,장군면,세종특별자치시 장군면 은용2길 71,,숯불오리고기
501,둔산꽃백화점,042-471-5041,대전,유성구,대전광역시 유성구 노은동 138-6,,화훼
502,소백산생고기식당,054-632-6784,경북,영주시,경상북도 영주시 대학로 16(휴천로),,생고기
503,한결청국장,054-636-3224,경북,영주시,경상북도 영주시 풍기읍 인삼로 1-1,,청국장
504,스쿨서점,054-631-2227,경북,영주시,경상북도 영주시 번영로 163(영주동),,서적
505,영천목탁공예사,054-334-9757,경북,영천시,"경상북도 영천시 새미1길 13, 1층(인하동)",,목공
506,THE MAYA(더 마야),054-772-4230,경북,경주시,경상북도 경주시 동성로111번길 7(노동동),,미용실
507,삼영식당,054-771-3030,경북,경주시,경상북도 경주시 봉황로 67,,복어 요리
508,주식회사 영양숯불갈비,054-771-2626,경북,경주시,경상북도 경주시 봉황로 79(서부동),,한우갈비살 구이
509,꽃수레,054-283-0025,경북,포항시,경상북도 포항시 남구 상도로 58(상도동),,생화 및 화훼판매 디자인
510,동양카정비,054-244-8080,경북,포항시,경상북도 포항시 북구 장량주택로4번길 2(양덕동),,자동차부품정비
511,고령금산한우성산점,054-956-4484,경북,고령군,경상북도 고령군 성산면 성산로 946-5,,한우구이
512,효령매운탕,054-383-9088,경북,군위군,경상북도 군위군 효령면 치산효령로 2267-8,,민물매운탕
513,보금이용소,054-441-2882,경북,구미시,경상북도 구미시 형곡서로 20(형곡동),,이용업
514,금오산고향촌식당,054-455-3010,경북,구미시,경상북도 구미시 남통동 금오산상가길 35-11,,"산채한정식, 한방오리백숙"
515,순흥당한약방,054-857-7792,경북,안동시,경상북도 안동시 번영3길 11(천리동),,한약재료
516,경상도추어탕,054-857-9341,경북,안동시,경상북도 안동시 태사길 23-3(북문동),,추어탕
517,갈비둥지로,053-526-7775,대구,달서구,대구광역시 달서구 대명천로 198(본리동),,"돼지갈비, 소갈비"
518,큰나무집 궁중약백숙,053-793-2000,대구,달성군,대구광역시 달성군 가창면 우록길 24(외2필지),,"궁중약백숙, 궁중장아찌"
519,해금강,053-954-2323,대구,동구,"대구 동구 신암남로 133. 1,2층",,복어요리
520,임가네,062-941-5705,광주,광산구,광주광역시 광산구 사암로130번길 69(우산동),,전통한우고기
521,무궁화유리점,062-944-3593,광주,광산구,광주광역시 광산구 광산로 1-2(송정동),,유리제품
522,진성공예,061-383-3939,전남,담양군,전라남도 담양군 담양읍 죽향문화로 35 (죽물박물관602호),,죽제품
523,주몽가든맛집,061-337-6363,전남,나주시,전라남도 나주시 왕곡면 예향로 3683,,한방삼계탕
524,금농상회,062-266-6402,광주,북구,광주광역시 북구 동문대로 83-1(우산동),,"고추, 마늘, 참깨, 곡물 "
525,코벤트,062-522-8855,광주,서구,광주광역시 서구 마륵동 173-41,,생화
526,문경정 짱뚱어탕 전문점,062-364-3459,광주,서구,광주광역시 서구 농성동 641-28,,짱퉁어탕
527,문미영헤어컬렉션,062-372-0629,광주,서구,광주광역시 서구 염화로40번길 18(화정동),,미용업
528,향토집,055-645-4808,경남,통영시,경상남도 통영시 무전5길 37-41(무전동),,굴요리
529,부일식당,032-522-1700,경남,통영시,경상남도 통영시 서호시장길 45(서호동),,한식
530,불암정,055-336-6463,경남,김해시,"경상남도 김해시 식만로348번길 33(불암동,가동 1층)",,"장어구이, 메기탕"
531,보림사진관,055-336-3675,경남,김해시,경상남도 김해시 호계로 425(부원동),,"촬영, 인화, 사진재료"
532,무척산관광농원,055-338-2323,경남,김해시,경상남도 김해시 생림면 안양로 358번길 38,,"농산물판매, 숙박"
533,노블레스헤어,055-312-3185,경남,김해시,"경상남도 김해시 계동로 102번길 27, 205호(대청동, 울트라상가)",,"미용, 가발"
534,살롱제나,055-753-1929,경남,진주시,"경상남도 진주시 충의로 20-26, 1층 102호(충무공동, 백두빌딩)",,일반미용업
535,빅토리애드벌룬,055-748-6969,경남,진주시,경상남도 진주시 진주성로 183번길 22(상봉동),,광고물
536,미래특수통닭,055-833-8687,경남,사천시,경상남도 사천시 팔포3길 3(서금동),,치킨
537,주노미용실,055-533-7896,경남,창녕군,경상남도 창녕군 창녕읍 자련길 26-1,,일반미용업
538,우창식품,055-242-7805,경남,창원시,경상남도 창원시 마산합포구 어시장7길 53(남성동),,젓갈제조가공
539,동전집,055-546-3553,경남,창원시,경상남도 창원시 진해구 충장로 88(충무동),,돼지김치구이
540,여명본점,031-366-4466,경기,화성시,경기도 화성시 정남면 세자로303번길 11-8,,"간장게장, 보리굴비, 꼬막장"
541,충남식당,0507-1334-6178,경기,구리시,경기도 구리시 안골로97번길 49-1(수택동),,추어탕
542,호평열쇠도장,031-591-1944,경기,남양주시,"경기도 남양주시 경춘로1256번길 25, 1층 118호(평내동, CH리베로2)",,"열쇠, 도장"
543,영주자동차공업사,031-592-8213,경기,남양주시,경기도 남양주시 화도읍 수레로 1111,,자동차부분정비업
544,부곡통닭집,031-461-8451,경기,의왕시,경기도 의왕시 부곡시장길 17(삼동) 1층,,치킨
545,우리밀칼국수,032-884-9083,경기,안산시,경기도 안산시 단원구 대부황금로 1361(대부북동),,바지락칼국수
546,지앤지오(G&GO)말글터,033-641-3000,강원,강릉시,강원도 강릉시 문화의길 9(임당동),,서적 및 인쇄물
547,영동횟집,033-652-6384,강원,강릉시,강원도 강릉시 창해로 350번길 37(강문동),,"잡어회, 짬뽕물회, 우럭미역국"
548,대원당,033-254-8187,강원,춘천시,"강원도 춘천시 퇴계로 183(석사동, 1층)",,제빵
549,봄담은산채,033-252-5313,강원,춘천시,강원도 춘천시 우묵길70번길 21(퇴계동),,산채오리전골
550,희망통닭,051-555-0073,부산,동래구,부산광역시 동래구 명륜로98번길 94(낙민동),,치킨
551,화랑궁회관,062-224-1800,광주,동구,광주광역시 동구 구성로204번길 23(대인동),,"한우육회, 육회비빔밥 "
552,홍두깨,031-535-7973,경기,포천시,"경기도 포천시 호국로 1435 (어룡동, 410)",,"손칼국수, 만두, 부대찌개"
553,혼수타운,032-651-8198,경기,부천시,경기도 부천시 자유로47(심곡본동),,"한복맞춤, 침장"
554,호원당,02-511-0855,서울,강남구,서울특별시 강남구 압구정로 34길 26(신사동),,"두텁떡, 만두과"
555,향옥정,055-336-6283,경남,김해시,경상남도 김해시 김해대로 2787-19 (불암동),,장어요리
556,함씨네토종콩식품,063-211-7955,전북,전주시,전라북도 전주시 덕진구 신복5길 10 1층,,"두부, 두유, 청국장환"
557,한울이미용실,062-222-7894,광주,동구,광주광역시 동구 동명로67번길 17(지산동),,미용
558,한양모사,062-223-6119,광주,동구,광주광역시 동구 충장로 35-1(충장로5가),,"실류, 뜨개용품"
559,한밭식당,041-641-2312,충남,홍성군,충청남도 홍성군 광천읍 광천로 299번길 6-1,,한우불고기
560,한려곰장어,055-646-7633,경남,통영시,경상남도 통영시 정동4길 57 (정량동) ,,"곰장어구이, 자연산매운탕"
561,풍년기름집,02-2232-2501,서울,중구,서울특별시 중구 퇴계로 83길 10-12(황학동),,"참기름, 들기름"
562,포항할매집,054-334-4531,경북,영천시,"경상북도 영천시 시장4길 52, 제 2지구(완산동)",,"소머리국밥, 수육"
563,편대장 영화식당,054-334-2655,경북,영천시,경상북도 영천시 금노동 582-3,,한우육회
564,통만두집,061-664-1060,전남,여수시,전라남도 여수시 통제영4길 12(중앙동),,만두요리
565,태양하우스마트,061-333-3507,전남,나주시,전라남도 나주시 이창1길 16(이창동),,"식품, 잡화"
566,칡산에,033-742-0210,강원,원주시,강원도 원주시 금불4길 25-5(단계동),,"족발, 보쌈"
567,청하,062-223-7037,광주,동구,광주광역시 동구 충장로 45-12,,"회, 수산물"
568,"청주왕족발, 보쌈",043-534-0492,충북,진천군,충청북도 진천군 진천읍 중앙서로 21,,"족발, 보쌈"
569,천일식당,061-535-1001,전남,해남군,전라남도 해남군 해남읍 읍내길 20-8,,"떡갈비정식, 불고기정식"
570,진미정육점,031-976-3101,경기,고양시,경기도 고양시 일산서구 일청로 12번길 9(일산동),,식육
571,지리산식당,061-782-4054,전남,구례군,"전라남도 구례군 마산면 화엄사로 381, 1층",,산채정식
572,㈜해운대암소갈비집,051-746-0033,부산,해운대구,부산광역시 해운대구 중동2로10번길 32-10(중동),,"생갈비, 양념갈비"
573,㈜한일관,1577-9963,서울,강남구,서울특별시 강남구 압구정로 38길 14(신사동),,등심불고기구이
574,㈜여의도떡방,02-568-2050,서울,강남구,"서울특별시 강남구 삼성로 150(대치동, 미도상가 지하1층 17,18,19,82,83호",,"두텁떡, 찹쌀떡"
575,주식회사 예향,061-433-5777,전남,강진군,"전라남도 강진군 강진읍 오감길2, 3동",,한정식
576,주식회사 명가막국수,033-241-8443,강원,춘천시,강원도 춘천시 신북읍 상천 3길 8,,막국수
577,㈜배나무골,02-571-5252,서울,서초구,서울특별시 서초구 마방로 2길 12(양재동),,오리한정식
578,㈜덕화푸드,051-265-8163,부산,서구,"부산광역시 서구 원양로 35, 3층(암남동, 도매장동) ",,명란젓
579,정금주한복연구실,02-503-0845,경기,과천시,"경기도 과천시 별양상가2로 20(별양동, 새서울프라자2층 14호, 62호)",,한복맞춤
580,전남의료기상사,0507-1313-7803,광주,동구,광주광역시 동구 중앙로 173(충장로4가),,의료기기
581,장흥식품 우신계란,061-863-2294,전남,장흥군,전라남도 장흥군 장흥읍 충열교촌길 8-9,,"젓갈, 절임식품, 달걀"
582,일월정 토속한정식,053-615-0855,대구,달성군,대구광역시 달성군 논공읍 논공로 697-5,,"한정식, 삼계탕"
583,일성사양복점,051-644-4123,부산,부산진구,부산광역시 부산진구 범일로 142번길 25(범천동),,양복
584,삼대 인천게장,032-766-0826,인천,동구,인천광역시 동구 금곡로81번길 22 (송림동),,간장게장
585,을밀대,02-717-1922,서울,마포구,"서울특별시 마포구 숭문길 22-3 (염리동, 1층) 147-5,147-6,147-7",,평양냉면 
586,유진테일러,061-244-3242,전남,목포시,전라남도 목포시 영산로 78-1,,"양복제조, 소매"
587,유림국기상패사,063-246-4273,전북,전주시,전라북도 전주시 덕진구 심방죽로 35(인후동2가 11-10),,"상패, 명찰제조"
588,운채,033-747-1993,강원,원주시,강원도 원주시 고문골길 47(행구동),,"강원나물밥, 뽕잎황태밥"
589,용문마트,031-792-7350,경기,하남시,경기도 하남시 역말로 26 1층(덕풍동),,"신선식품, 잡화"
590,온천골,053-814-0010,경북,경산시,경상북도 경산시 계양로 175(계양동),,한우국밥
591,옛집,053-554-4498,대구,중구,"대구광역시 중구 달성공원로 6길 48-5, 48-7(시장북로)",,육개장
592,영광굴비,061-352-2863,전남,영광군,전라남도 영광군 영광읍 신남로3길 11-2,,굴비
593,연화정삼계탕,053-526-8380,대구,달서구,대구광역시 달서구 구마로 116,,삼계탕
594,여정식당여문점,061-652-8878,전남,여수시,전라남도 여수시 여문문화길 56(문수동),,"아귀요리, 서대회"
595,에이큐양복점,031-666-4786,경기,평택시,"경기도 평택시 쇼핑로 6-2(신장동, 1층)",,수제양복
596,양평명품한우,0507-1308-6282,경기,양평군,경기도 양평군 양평읍 양평장터길 5,,"솥뚜껑삼겹살, 한우"
597,양지말화로구이,033-435-7533,강원,홍천군,강원도 홍천군 홍천읍 양지말길 17-4,,고추장 화로구이
598,양산꽃화원,0507-1403-1188,경남,양산시,"경상남도 양산시 고향의봄1길 8, 101호(신기동)",,"꽃배달, 제단장식"
599,약콩밀면,051-611-1231,부산,남구,"부산광역시 남구 용호로 97번길 6, 1층(용호동)",,"밀면, 칼국수"
600,안경나라콘택트,063-464-0606,전북,고창군,전라북도 고창군 고창읍 남정1길 1,,"안경, 렌즈"
601,심순녀안흥찐빵,033-342-4460,강원,횡성군,강원도 횡성군 안흥면 서동로 1029,,찐빵
602,신락원,02-2244-0008,서울,동대문구,서울특별시 동대문구 전농로20길 2 1층(전농동),,"유니짜장, 신락면"
603,신길안경원,02-833-5022,서울,영등포구,서울특별시 영등포구 도신로 64길 1(신길동),,"안경, 렌즈"
604,쉐프부랑제,031-998-1313,경기,김포시,"경기도 김포시 사우중로 82 (사우프라자 108,109호)",,"수제쌀단팥빵, 마약쿠키"
605,송월관,031-865-2428,경기,동두천시,경기도 동두천시 큰시장로 28-10(생연동),,떡갈비
606,송림병,,경기,고양시,"경기도 고양시 일산서구 대화로 130, 104호(대화동, 한내프라자)",,떡
607,송도갈매기주식회사,032-831-8655,인천,연수구,인천광역시 연수구 능허대로151번길 25 (옥련동),,전통갈매기 숯불구이 
608,성심예공원,02-715-3342,서울,용산구,서울특별시 용산구 만리재로 174 (서계동),,목재창호
609,산중식당,053-982-0077,대구,동구,대구광역시 동구 용수동 59-5,,곤드레정식
610,산삼장어구이 앤 시장횟집,055-352-6166,경남,밀양시,경상남도 밀양시 영남루2길 5(내일동),,산삼장어구이
611,부산한복,032-765-2119,인천,동구,인천광역시 동구 중앙로 65-1(송현동),,한복
612,봉우맛집,043-844-0354,충북,충주시,충청북도 충주시 봉현로 80(봉방동),,"삼겹살, 올갱이해장국"
613,봉담디지털스튜디오,031-227-3570,경기,화성시,경기도 화성시 봉담읍 삼천병마로 1276,,사진촬영
614,보안당안경,031-975-8448,경기,고양시,경기도 고양시 일산서구 일청로 10(일산동),,"안경, 렌즈"
615,벨라헤어,055-742-6313,경남,진주시,"경상남도 진주시 중안동 12-17, 2층",,미용
616,맥아당,043-265-0404,충북,청주시,충청북도 청주시 서원구 사운로 88,,"청주직지빵, 청남대빵"
617,마포나루(1호점),02-712-6822,서울,마포구,"서울특별시 마포구 마포대로 68(도화동, 마포아크로타워 B01호, B02호)",,"닭찜, 갈비찜"
618,마라도회식당,054-251-3850,경북,포항시,경상북도 포항시 북구 해안로 217-1(두호동),,"물회, 회"
619,두암음식점,061-452-3775,전남,무안군,전라남도 무안군 몽탄면 사창리 697-2,,짚불삼겹살
620,동화가든짬뽕순두부,033-652-9885,강원,강릉시,강원도 강릉시 초당순두부길77번지 15(초당동),,"짬뽕순두부, 순두부젤라또"
621,동아수산(유한),031-425-0096,경기,안양시,경기도 안양시 동안구 흥안대로 313(평촌동),,수산물 도매
622,동봉,053-554-8080,대구,동구,"대구광역시 동구 팔공로 995, 1층(백안동)",,"막구이, 돼지갈비"
623,동궁염소탕,033-651-8769,강원,강릉시,강원도 강릉시 강릉대로419번길 17(포남동),,염소탕
624,대우족발,053-354-1637,대구,북구,대구광역시 북구 중앙대로 509-1(칠성동2가),,족발
625,농업회사법인 킴스어페드㈜,042-822-3007,대전,유성구,대전광역시 유성구 한밭대로259번길 21(노은동),,꽃집
626,남양스튜디오,055-245-0548,경남,창원시,경상남도 창원시 마산합포구 장장군로 31-23(장군동4가),,사진촬영
627,낙원떡방앗간,032-885-0130,인천,미추홀구,인천광역시 미추홀구 용삼길 60-1(용현동),,떡
628,길목식당,055-648-1348,경남,통영시,경상남도 통영시 정량동 950-1 ,,"아귀찜, 아귀내장수육"
629,금양정,063-223-5566,전북,전주시,전라북도 전주시 완산구 어은로 30(중화산동 2가),,"한정식, 소고기"
630,귀부인주단,062-223-1131,광주,동구,광주광역시 동구 충장로 35-2(충장로5가),,"일반한복지, 주단"
631,군포식당,031-452-0025,경기,군포시,경기도 군포시 군포로 556번길 6 (당동),,설렁탕
632,구강춘,055-343-2157,경남,김해시,경상남도 김해시 진영읍 진영리 253-20,,중식
633,광성TV,061-322-6550,전남,함평군,"전라남도 함평군 학교면 학다리길 314, 1층",,전자제품
634,경화춘,055-326-5168,경남,김해시,경상남도 김해시 분성로335번길 8-1(동상동),,중식
635,갯바위,031-396-3356,경기,군포시,"경기도 군포시 산본로323번길 16-7, 113호(산본동, 롯데프라자)",,회
636,가포옛날영도집,055-246-9294,경남,창원시,경상남도 창원시 마산합포구 가포해안길 37(가포동),,장어요리
637,가족회관,063-284-0982,전북,전주시,전라북도 전주시 완산구 전라감영5길 17(중앙동 3가),,전주비빔밥
638,에이치에스디아이,043-842-1110,충북,충주시,충청북도 충주시 목행초길7,,종합디자인
639,봉서식당,043-853-6025,충북,충주시,충청북도 충주시 산척면 월현길 20,,흑염소 요리
640,갈마가든,043-851-8026,충북,충주시,충청북도 충주시 살미면 용천리 246,,"칡냉면, 해물만두전골, 두부"
641,질고개쌈밥,043-645-6755,충북,제천시,충청북도 제천시 용두대로 31길 55(신월동),,쌈밥
642,충대구내이용원,043-267-3109,충북,청주시,"충청북도 청주시 서원구 개신동 150, 제1학생회관 3층",,이미용
643,마라도일식,043-535-7800,충북,진천군,"충청북도 진천군 광혜원면 구암길 30, 1층",,"참치회,회,복국 "
644,곰가내,043-532-0767,충북,진천군,충청북도 진천군 백곡면 구수리 76-2,,곰진지영양돌솥밥
645,이재천헤어샵,043-836-4290,충북,증평군,"충청북도 증평군 증평읍 중앙로 220, 2층",,이미용
646,광천원조어죽,041-641-2572,충남,홍성군,충청남도 홍성군 광천읍 광천로329번길 24,,어죽
647,신은수참병천순대집,041-561-0151,충남,천안시,충청남도 천안시 동남구 병천면 아우내순대길9,,"순대볶음, 순대국밥"
648,진미식당,063-856-4422,충남,서천군,충청남도 서천군 판교면 현암리 255-1,,"육회비빔밥, 선지국밥"
649,황해쌀상회,041-668-2188,충남,서산시,충청남도 서산시 동문동 900 장옥 B동 117-118. 132-135,,"양곡, 잡곡"
650,이남례전통한복,041-665-3303,충남,서산시,충청남도 서산시 번화3길 21-1,,"한복, 포목"
651,주식회사태능초가집갈비,041-732-2111,충남,논산시,충청남도 논산시 중앙로 398번길7-7,,"돼지갈비, 소불고기"
652,박가네집,041-753-8033,충남,금산군,충청남도 금산군 금산읍 남사직6길 33,,한우
653,초가집,041-856-7997,충남,공주시,충청남도 공주시 먹자1길 19-1,,"칼국수, 비빔칼국수"
654,명성불고기집,041-841-2064,충남,공주시,충청남도 공주시 유구읍 중앙1길 107,,"불고기, 냉면"
655,옹포별장가든,064-796-3146,제주,제주시,제주특별자치도 제주시 한림읍 한림상로 24,,"전복돌솥밥, 돔베고기 수육"
656,로뎀나무,064-746-1237,제주,제주시,제주특별자치도 제주시 삼무로 82(연동),,"생화,화분 "
657,서선민헤어,063-532-8938,전북,정읍시,"전라북도 정읍시 조곡천1길 56-1, 1층",,"미용, 미용재료"
658,한일관본점,063-225-1569,전북,전주시,전라북도 전주시 완산구 어은로 48(중화산동2가),,"비빔밥정식, 콩나물국밥"
659,한양불고기,063-228-8011,전북,전주시,전라북도 전주시 완산구 우전2길 6(효자2가),,콩나물불고기
660,여성시대헤어익산롯데마트점,063-853-0044,전북,익산시,전라북도 익산시 무왕로 1053(영등동 롯데마트 3층),,미용
661,줄포수산,063-584-9004,전북,부안군,전라북도 부안군 진서면 곰소항길 82-1,,수산물
662,흥부골남원추어탕,063-636-5686,전북,남원시,전라북도 남원시 인월면 천왕봉로 62-8,,추어탕
663,세종헤어,063-625-4264,전북,남원시,전라북도 남원시 의총로 70,,"염색, 올림머리, 미용"
664,새집,063-625-2443,전북,남원시,전라북도 남원시 요천로 1397,,추어탕
665,일흥옥,063-445-3580,전북,군산시,"전라북도 군산시 구영7길 25(월명동, 일흥옥)",,콩나물국밥
666,유정초밥,063-445-9844,전북,군산시,전라북도 군산시 대학로 6-4,,"초밥, 일식"
667,명월갈비,063-445-8283,전북,군산시,전라북도 군산시 구영7길 59,,소갈비
668,한일침구사,061-322-2563,전남,함평군,전라남도 함평군 함평읍 중앙길 97,,"한복, 침구류"
669,원앙떡집,061-394-7708,전남,장성군,전라남도 장성군 장성읍 영천로 119-1,,"영양떡, 새싹삼인절미, 쑥인절미"
670,까치식당,061-652-4346,전남,여수시,전라남도 여수시 여문문화길 76(문수동),,"아귀탕, 아귀대창찜, 아귀찜"
671,(유)금성상회,061-662-6762,전남,여수시,전라남도 여수시 여객선터미널길 20-22(교동),,"멸치, 건어물"
672,대진수리사,061-275-0223,전남,신안군,전라남도 신안군 지도읍 읍내리 168,,가전제품 수리
673,일성의류타운,061-743-1486,전남,순천시,전라남도 순천시 풍덕주택길 27(덕암동),,"의류, 잡화"
674,온정떡집,061-752-7354,전남,순천시,전라남도 순천시 북문길 11(매곡동),,떡
675,건봉국밥,061-752-0900,전남,순천시,전라남도 순천시 장평로 65(인제동),,"국밥, 머리국밥"
676,서울순대,061-242-7548,전남,목포시,전라남도 목포시 수문로 43-1(남교동),,"순대, 해장국"
677,삼강옥,032-772-7885,인천,중구,인천광역시 중구 참외전로 158번길 1,,"설렁탕, 도가니탕"
678,부흥상회,032-522-6893,인천,부평구,"인천광역시 부평구 부흥로 304번길 27, 라동 1호",,건어물
679,부평복음서점,032-503-9062,인천,부평구,인천광역시 부평구 시장로 12,,"서적, 건강기능식품"
680,황해모밀냉면,032-464-8349,인천,남동구,인천광역시 남동구 구월말로 92,,황해도식 순메밀냉면
681,작전건어물,032-545-3825,인천,계양구,인천광역시 계양구 작전시장로 20,,건어물
682,시장정육점,032-542-2236,인천,계양구,인천광역시 계양구 작전시장로 15,,식육
683,찬우정,032-933-1020,인천,강화군,"인천광역시 강화군 선원면 중앙로 322, 1층",,"감자탕, 젓갈"
684,연안정육점,032-932-4023,인천,강화군,인천광역시 강화군 교동면 대룡안길 54번길 44-10,,육류
685,임병용명인의활진복어요리연구소,052-234-1080,울산,동구,울산광역시 동구 주전해안길 136(주전동),,복어요리
686,오세철헤어드레스,052-249-2235,울산,남구,"울산광역시 남구 대학로147번길 63(무거동, 삼익)",,"곱슬머리 전문, 두피케어"
687,농업회사법인주식회사한씨떡집,0507-1402-4272,세종,부강면,세종특별자치시 부강면 오대길9,,전통떡류
688,유천냉면,02-477-6767,서울,송파구,서울특별시 송파구 강동대로3길 22,,칡냉면
689,태조집태조감자국성신여대점,02-921-7667,서울,성북구,서울특별시 성북구 보문로 34길 43,,감자탕
690,㈜대신제과,02-921-1454,서울,성북구,서울특별시 성북구 아리랑로 32,,호두과자
691,나폴레옹과자점,02-744-2266,서울,성북구,서울특별시 성북구 성북로 7,,"통단팥빵, 크림빵, 치즈빵"
692,수원상회,02-2254-7236,서울,동작구,서울특별시 동작구 노들로 674,,수산물
693,장안정,02-2246-6574,서울,동대문구,서울특별시 동대문구 답십리로 91-3,,"돈까스, 함박스테이크"
694,만두라,02-808-8982,서울,금천구,서울특별시 금천구 시흥대로 97,,만두
695,두부박사,02-808-5585,서울,금천구,서울특별시 금천구 금하로25길 10,,두부
696,서북면옥,02-457-8319,서울,광진구,서울특별시 광진구 자양로 199-1,,평양냉면
697,광나루순대,02-457-9127,서울,광진구,서울특별시 광진구 아차산로 624,,"아바이순대, 가자미식해"
698,㈜쟝블랑제리,02-889-5170,서울,관악구,서울특별시 관악구 낙성대역길 8,,"단팥빵, 맘모스빵"
699,의정부부대찌개,02-980-8068,서울,강북구,서울특별시 강북구 도봉로 6길 12,,부대찌개
700,엘림식품,02-990-4473,서울,강북구,서울특별시 강북구 수유3동 175-56,,두부
701,신흥마트,02-904-4455,서울,강북구,서울특별시 강북구 한천로144길 35,,잡화
702,길왕성테일러,051-263-3300,부산,사하구,부산광역시 사하구 윤공단로14번길 17(다대동),,맞춤양복
703,파밀리아제과점,051-326-7671,부산,사상구,"부산광역시 사상구 대동로 101, 1층(학장동)",,"몽블랑, 에그타르트, 후랑크포카치아"
704,곰보식당,051-304-7733,부산,사상구,부산광역시 사상구 낙동대로 1564(삼락동),,"육회비빔밥, 한우요리"
705,세잔안경원,051-337-3431,부산,북구,"부산광역시 북구 시랑로 96, 7호(구포동)",,안경
706,진주추어탕,051-581-6993,부산,금정구,부산광역시 금정구 안뜰로7번길 40(구서동),,추어탕
707,시쥬,042-222-5252,대전,중구,"대전광역시 중구 중앙로 지하 145(선화동, 지하상가 C 가-12,13)",,"음료, 간식"
708,로쏘주식회사(성심당),042-220-4150,대전,중구,대전광역시 중구 대종로480번길 15(은행동),,"튀김소보로, 부추빵"
709,나이테플라워,042-581-1475,대전,중구,대전광역시 중구 대둔산로 384(산성동),,"생화, 분화"
710,㈜장충동왕족발,043-266-3300,대전,유성구,"대전광역시 유성구 계룡로141번길29-25, 2층(봉명동, 더블유성공비즈니스센터)",,식품가공(족발)
711,솔밭묵집,042-935-5686,대전,유성구,대전광역시 유성구 관용로 51,,묵요리
712,태화장,042-256-2407,대전,동구,대전광역시 동구 중앙로 203번길78,,중화요리
713,코스모스북,053-253-8311,대구,중구,대구 중구 중앙대로65길 11,,중고서적
714,최원프리모,053-522-9000,대구,서구,"대구 서구 달구벌대로 1863, 2층(내당동)",,가발
715,싱글벙글숯불막창식당,053-959-3006,대구,북구,대구 북구 복현동 401-5,,막창
716,최정자백년식당,053-352-4143,대구,북구,"대구 북구 원대로 113, 1층(노원동1가)",,"다슬기토장탕, 추어탕, 버섯전골"
717,자인방앗간,053-526-9315,대구,달서구,"대구 달서구 당산로 35, 바동 2호(달서시장)",,찹쌀떡
718,버들식당,053-656-1991,대구,달서구,대구 달서구 두류공원로28길 8,,곱창전골
719,에덴미용아트,062-525-1963,광주,북구,광주광역시 북구 신흥로 25,,미용
720,천지헤어,062-226-6912,광주,동구,광주광역시 동구 중앙로 196번길 32 1층,,미용
721,아이샵안경원,062-222-0610,광주,동구,광주광역시 동구 제봉로 102,,안경
722,남영숙플라워&아트,062-261-7288,광주,동구,광주광역시 동구 금남로 172,,"생화,화훼"
723,진월카센타,062-675-3155,광주,남구,광주광역시 남구 화산로 25,,자동차 정비
724,내고향흑염소,062-673-1558,광주,남구,광주광역시 남구 백양로 65-1,,"흑염소, 삼계탕"
725,화정떡갈비,062-944-1275,광주,광산구,광주광역시 광산구 광산로 29번길 6(송정동),,떡갈비
726,화신종묘사,062-944-5544,광주,광산구,광주광역시 광산구 상무대로257,,"농약, 비료, 종묘"
727,화신MTB수완점,062-942-6140,광주,광산구,광주광역시 광산구 장신로 45(장덕동,,"자전거, 자전거용품"
728,춘천닭갈비,054-291-5190,경북,포항시,경상북도 포항시 남구 동해면 호미로 3065-1 (임곡리),,닭갈비
729,자금성반점,054-274-9109,경북,포항시,경상북도 포항시 남구 중앙로41번길 6(해도동),,"부추짜장면, 부추탕수육"
